aux	inflected	infinitive
had	sized	size
had	ascertained	ascertain
had	lasted	last
had	mobilized	mobilize
had	stained	stain
had	shouldered	shoulder
had	dug	dig
had	articulated	articulate
had	cultivated	cultivate
had	remembered	remember
had	stowed	stow
had	huddled	huddle
had	instructed	instruct
had	garnered	garner
had	orbited	orbit
had	clamoured	clamour
had	lunched	lunch
had	reigned	reign
had	trained	train
had	geared	gear
had	snarled	snarl
had	burglarized	burglarize
had	rejected	reject
had	embroiled	embroil
had	gained	gain
had	overhauled	overhaul
had	known	know
had	spanned	span
had	bordered	border
had	departed	depart
had	exhumed	exhume
had	envisaged	envisage
had	fumed	fume
had	propped	prop
had	extracted	extract
had	rambled	ramble
had	enhanced	enhance
had	outfitted	outfit
had	poured	pour
had	airlifted	airlift
had	defrosted	defrost
had	repressed	repress
had	demolished	demolish
had	inhibited	inhibit
had	panicked	panic
had	flipped	flip
had	finalized	finalize
had	posted	post
had	predicted	predict
had	rearmed	rearm
had	stamped	stamp
had	rammed	ram
had	structured	structure
had	heckled	heckle
had	synchronized	synchronize
had	denigrated	denigrate
had	smothered	smother
had	neutered	neuter
had	looked	look
had	rebelled	rebel
had	emerged	emerge
had	centred	centre
had	stoked	stoke
had	distributed	distribute
had	flushed	flush
had	revamped	revamp
had	alleviated	alleviate
had	consisted	consist
had	disappeared	disappear
had	recuperated	recuperate
had	plodded	plod
had	buffed	buffer
had	aimed	aim
had	stitched	stitch
had	overstepped	overstep
had	renamed	rename
had	frolicked	frolic
had	surpassed	surpass
had	strummed	strum
had	invested	invest
had	ascended	ascend
had	fastened	fasten
had	assailed	assail
had	budged	budge
had	procured	procure
had	shackled	shackle
had	beset	beset
had	dripped	drip
had	disconnected	disconnect
had	dated	date
had	gobbled	gobble
had	fuelled	fuel
had	knocked	knock
had	accumulated	accumulate
had	glided	glide
had	placated	placate
had	jolted	jolt
had	reacted	react
had	gorged	gorge
had	presented	present
had	shuddered	shudder
had	contradicted	contradict
had	risked	risk
had	equaled	equal
had	awaited	await
had	dressed	dress
had	inferred	infer
had	validated	validate
had	sequestered	sequester
had	incubated	incubate
had	exterminated	exterminate
had	wolfed	wolf
had	irked	irk
had	thought	think
had	hesitated	hesitate
had	redesigned	redesign
had	debuted	debut
had	instilled	instill
had	galvanized	galvanize
had	flickered	flicker
had	professed	profess
had	withheld	withhold
had	dissipated	dissipate
had	toured	tour
had	sparred	spar
had	quarrelled	quarrel
had	sanitized	sanitize
had	donated	donate
had	hated	hate
had	underplayed	underplay
had	conjured	conjure
had	implemented	implement
had	concealed	conceal
had	meandered	meander
had	earned	earn
had	stooped	stoop
had	guaranteed	guarantee
had	paused	pause
had	deluded	delude
had	overlooked	overlook
had	traded	trade
had	bided	bide
had	shed	shed
had	enjoyed	enjoy
had	disrupted	disrupt
had	recalled	recall
had	restructured	restructure
had	spoilt	spoil
had	seized	seize
had	commemorated	commemorate
had	readjusted	readjust
had	retailed	retail
had	blushed	blush
had	eroded	erode
had	chatted	chat
had	replaced	replace
had	glistened	glisten
had	landed	land
had	irrigated	irrigate
had	deteriorated	deteriorate
had	grasped	grasp
had	flowed	flow
had	depicted	depict
had	conflicted	conflict
had	mailed	mail
had	aged	age
had	toppled	topple
had	disguised	disguise
had	gleamed	gleam
had	misrepresented	misrepresent
had	waxed	wax
had	contemplated	contemplate
had	yanked	yank
had	researched	research
had	owned	own
had	hooked	hook
had	hammered	hammer
had	investigated	investigate
had	approved	approve
had	converted	convert
had	disseminated	disseminate
had	shipped	ship
had	sidled	sidle
had	slumped	slump
had	whizzed	whizz
had	crossed	cross
had	grimaced	grimace
had	resettled	resettle
had	ended	end
had	meditated	meditate
had	disallowed	disallow
had	muttered	mutter
had	resided	reside
had	twitched	twitch
had	pined	pine
had	strung	string
had	ruffed	ruff
had	exposed	expose
had	misled	mislead
had	come	come
had	complicated	complicate
had	snubbed	snub
had	scrounged	scrounge
had	rectified	rectify
had	dislodged	dislodge
had	lurched	lurch
had	clobbered	clobber
had	jumped	jump
had	prayed	pray
had	recouped	recoup
had	practiced	practice
had	prised	prise
had	smiled	smile
had	wanted	want
had	taped	tape
had	listened	listen
had	clambered	clamber
had	filled	fill
had	shared	share
had	outperformed	outperform
had	boiled	boil
had	discounted	discount
had	erred	err
had	scrabbled	scrabble
had	invited	invite
had	referred	refer
had	surged	surge
had	assigned	assign
had	squeezed	squeeze
had	distinguished	distinguish
had	snuffed	snuff
had	recruited	recruit
had	disinfected	disinfect
had	explored	explore
had	shied	shy
had	sat	sit
had	scored	score
had	redirected	redirect
had	exhorted	exhort
had	charged	charge
had	announced	announce
had	rekindled	rekindle
had	serviced	service
had	squirted	squirt
had	barred	bar
had	banished	banish
had	crackled	crackle
had	rescued	rescue
had	starred	star
had	sent	send
had	misread	misread
had	indicted	indict
had	reduced	reduce
had	chided	chide
had	expedited	expedite
had	handled	handle
had	shouted	shout
had	answered	answer
had	piled	pile
had	pondered	ponder
had	flouted	flout
had	retaliated	retaliate
had	adapted	adapt
had	raked	rake
had	safeguarded	safeguard
had	pillaged	pillage
had	profited	profit
had	pounded	pound
had	applied	apply
had	repositioned	reposition
had	symbolized	symbolize
had	reminisced	reminisce
had	magnified	magnify
had	adjourned	adjourn
had	heightened	heighten
had	redeployed	redeploy
had	excelled	excel
had	commandeered	commandeer
had	tolerated	tolerate
had	flitted	flit
had	swabbed	swab
had	nibbled	nibble
had	disliked	dislike
had	jeopardized	jeopardize
had	devastated	devastate
had	ridiculed	ridicule
had	sliced	slice
had	grinned	grin
had	required	require
had	caressed	caress
had	remarked	remark
had	excoriated	excoriate
had	twinkled	twinkle
had	ogled	ogle
had	collated	collate
had	expanded	expand
had	moulded	mould
had	deprived	deprive
had	cranked	crank
had	flattened	flatten
had	ferried	ferry
had	suspended	suspend
had	received	receive
had	wrestled	wrestle
had	advised	advise
had	appeared	appear
had	chugged	chug
had	spelt	spell
had	shielded	shield
had	wilted	wilt
had	boded	bode
had	priced	price
had	recast	recast
had	impregnated	impregnate
had	tailored	tailor
had	retired	retire
had	banked	draft
had	plagued	plague
had	dimmed	dim
had	winced	wince
had	clinched	clinch
had	popped	pop
had	perused	peruse
had	shrieked	shriek
had	considered	consider
had	desecrated	desecrate
had	progressed	progress
had	skimmed	skim
had	learnt	learn
had	mixed	mix
had	rinsed	rinse
had	scoffed	scoff
had	usurped	usurp
had	loved	love
had	exacerbated	exacerbate
had	resolved	resolve
had	immersed	immerse
had	resuscitated	resuscitate
had	respected	respect
had	whistled	whistle
had	hailed	hail
had	ruled	rule
had	zipped	zip
had	forbidden	forbid
had	stripped	strip
had	overspent	overspend
had	parsed	parse
had	blundered	blunder
had	gouged	gouge
had	optimized	optimize
had	encountered	encounter
had	guzzled	guzzle
had	amounted	amount
had	perverted	pervert
had	castrated	castrate
had	impressed	impress
had	refined	refine
had	smoothed	smooth
had	retooled	retool
had	searched	search
had	abandoned	abandon
had	withdrawn	withdraw
had	boosted	boost
had	bothered	bother
had	resurrected	resurrect
had	hastened	hasten
had	redoubled	redouble
had	recited	recite
had	reserved	re-serve
had	incorporated	incorporate
had	frisked	frisk
had	shut	shut
had	resurfaced	resurface
had	slackened	slacken
had	pitched	pitch
had	quarantined	quarantine
had	postponed	postpone
had	knitted	knit
had	quelled	quell
had	gritted	grit
had	relieved	relieve
had	impeded	impede
had	trawled	trawl
had	rehabilitated	rehabilitate
had	culled	cull
had	possessed	possess
had	reconnected	reconnect
had	hampered	hamper
had	brewed	brew
had	belied	belie
had	foreclosed	foreclose
had	decoded	decode
had	inhaled	inhale
had	screeched	screech
had	revisited	revisit
had	directed	direct
had	swung	swing
had	lugged	lug
had	gambled	gamble
had	shaken	shake
had	shifted	shift
had	included	include
had	commiserated	commiserate
had	retracted	retract
had	mended	mend
had	delivered	deliver
had	spoken	speak
had	declined	decline
had	overseen	oversee
had	allotted	allot
had	groomed	groom
had	contracted	contract
had	augmented	augment
had	swum	swim
had	permitted	permit
had	revived	revive
had	feigned	feign
had	hijacked	hijack
had	amassed	amass
had	cooked	cook
had	re-signed	re-sign
had	formed	form
had	vomited	vomit
had	depended	depend
had	persuaded	persuade
had	plundered	plunder
had	hustled	hustle
had	resulted	result
had	maneuvered	maneuver
had	lost	lose
had	kick-started	kick-start
had	raged	rage
had	lampooned	lampoon
had	clapped	clap
had	requested	request
had	displaced	displace
had	knelt	kneel
had	repeated	repeat
had	intersected	intersect
had	connected	connect
had	bulldozed	bulldoze
had	waited	wait
had	footed	foot
had	singled	single
had	tangled	tangle
had	wrung	wring
had	flopped	flop
had	shepherded	shepherd
had	wound	wind
had	equipped	equip
had	pretended	pretend
had	nurtured	nurture
had	dotted	dot
had	deciphered	decipher
had	posed	pose
had	afflicted	afflict
had	accompanied	accompany
had	enticed	entice
had	hired	hire
had	decelerated	decelerate
had	proposed	propose
had	plowed	plow
had	resold	resell
had	remedied	remedy
had	halved	halve
had	blunted	blunt
had	evaded	evade
had	litigated	litigate
had	revolved	revolve
had	disqualified	disqualify
had	scared	scare
had	bequeathed	bequeath
had	nominated	nominate
had	regretted	regret
had	stabilized	stabilize
had	exhausted	exhaust
had	disregarded	disregard
had	buried	bury
had	incriminated	incriminate
had	renovated	renovate
had	tagged	tag
had	tamped	tamp
had	transcended	transcend
had	brought	bring
had	separated	separate
had	believed	believe
had	assuaged	assuage
had	endangered	endanger
had	overthrown	overthrow
had	foisted	foist
had	sailed	sail
had	represented	represent
had	weighed	weigh
had	asserted	assert
had	rubbed	rub
had	cordoned	cordon
had	figured	figure
had	rallied	rally
had	subtracted	subtract
had	regurgitated	regurgitate
had	demarcated	demarcate
had	reignited	reignite
had	claimed	claim
had	opted	opt
had	scrutinized	scrutinize
had	recorded	record
had	helped	help
had	pumped	pump
had	adjusted	adjust
had	warded	ward
had	oppressed	oppress
had	revoked	revoke
had	meddled	meddle
had	swerved	swerve
had	blasted	blast
had	scheduled	schedule
had	preserved	preserve
had	embarrassed	embarrass
had	fooled	fool
had	contributed	contribute
had	rivalled	rival
had	scowled	scowl
had	honed	hone
had	woken	wake
had	quivered	quiver
had	smeared	smear
had	reckoned	reckon
had	supposed	suppose
had	charted	chart
had	defined	define
had	detracted	detract
had	spoofed	spoof
had	penalized	penalize
had	indicated	indicate
had	disclosed	disclose
had	prescribed	prescribe
had	formulated	formulate
had	prevented	prevent
had	ridden	ride
had	tied	tie
had	tussled	tussle
had	nixed	nix
had	deployed	deploy
had	convicted	convict
had	altered	alter
had	conspired	conspire
had	scrimped	scrimp
had	divided	divide
had	disagreed	disagree
had	petitioned	petition
had	defied	defy
had	wagged	wag
had	alluded	allude
had	nullified	nullify
had	bowled	bowl
had	personalized	personalize
had	averted	avert
had	outstripped	outstrip
had	led	lead
had	washed	wash
had	battled	battle
had	preceded	precede
had	incinerated	incinerate
had	been	be
had	regressed	regress
had	capsized	capsize
had	scrawled	scrawl
had	blown	blow
had	specialized	specialize
had	fetched	fetch
had	ambushed	ambush
had	wrested	wrest
had	zeroed	zero
had	pummelled	pummel
had	dozed	doze
had	drummed	drum
had	solved	solve
had	hashed	hash
had	lynched	lynch
had	damped	damp
had	pressed	press
had	resonated	resonate
had	tampered	tamper
had	squandered	squander
had	scooped	scoop
had	bribed	bribe
had	trundled	trundle
had	cured	cure
had	reclaimed	reclaim
had	restocked	restock
had	finished	finish
had	adopted	adopt
had	treated	treat
had	undercut	undercut
had	wended	wend
had	crowded	crowd
had	stormed	storm
had	discriminated	discriminate
had	nailed	nail
had	steered	steer
had	fled	flee
had	dabbled	dabble
had	crushed	crush
had	pointed	point
had	hidden	hide
had	attacked	attack
had	jeered	jeer
had	surfaced	surface
had	tightened	tighten
had	expressed	express
had	depreciated	depreciate
had	clarified	clarify
had	owed	owe
had	dispensed	dispense
had	honoured	honour
had	sung	sing
had	affixed	affix
had	parachuted	parachute
had	roamed	roam
had	studied	study
had	pertained	pertain
had	criticized	criticize
had	disenfranchised	disenfranchise
had	heralded	herald
had	jetted	jet
had	involved	involve
had	overpaid	overpay
had	hit	hit
had	encoded	encode
had	ruffled	ruffle
had	clenched	clench
had	punished	punish
had	tossed	toss
had	restored	restore
had	lopped	lop
had	sputtered	sputter
had	levied	levy
had	argued	argue
had	grossed	gross
had	framed	frame
had	commented	comment
had	said	say
had	censured	censure
had	overreached	overreach
had	imperiled	imperil
had	immunized	immunize
had	tracked	track
had	negotiated	negotiate
had	relegated	relegate
had	expelled	expel
had	speared	spear
had	operated	operate
had	lubricated	lubricate
had	nicked	nick
had	crumbled	crumble
had	stung	sting
had	reinvested	reinvest
had	affected	affect
had	uprooted	uproot
had	volleyed	volley
had	cleaned	clean
had	upset	upset
had	echoed	echo
had	foraged	forage
had	improvised	improvise
had	gleaned	glean
had	reheated	reheat
had	erased	erase
had	pitted	pit
had	ransacked	ransack
had	limited	limit
had	chimed	chime
had	razed	raze
had	sauntered	saunter
had	rattled	rattle
had	sampled	sample
had	punctured	puncture
had	collapsed	collapse
had	snuggled	snuggle
had	protected	protect
had	outrun	outrun
had	harassed	harass
had	precluded	preclude
had	undervalued	undervalue
had	erected	erect
had	redistributed	redistribute
had	spiked	spike
had	gasped	gasp
had	thanked	thank
had	related	relate
had	apportioned	apportion
had	rooted	root
had	wiggled	wiggle
had	relocated	relocate
had	perpetrated	perpetrate
had	traversed	traverse
had	reshuffled	reshuffle
had	specified	specify
had	outshone	outshine
had	meted	mete
had	lingered	linger
had	preached	preach
had	scuppered	scupper
had	cobbled	cobble
had	hurtled	hurtle
had	flicked	flick
had	exempted	exempt
had	reorganized	reorganize
had	gotten	got
had	obtained	obtain
had	diverged	diverge
had	caucused	caucus
had	persecuted	persecute
had	humanized	humanize
had	liquidated	liquidate
had	reciprocated	reciprocate
had	printed	print
had	coveted	covet
had	named	name
had	associated	associate
had	consulted	consult
had	flirted	flirt
had	innovated	innovate
had	inhabited	inhabit
had	squeaked	squeak
had	encroached	encroach
had	dedicated	dedicate
had	needed	need
had	dashed	dash
had	zigzagged	zigzag
had	christened	christen
had	belonged	belong
had	mopped	mop
had	confined	confine
had	galloped	gallop
had	reconstituted	reconstitute
had	thrashed	thrash
had	squealed	squeal
had	recycled	recycle
had	sulked	sulk
had	exuded	exude
had	participated	participate
had	undertaken	undertake
had	rewarded	reward
had	trolled	troll
had	tarnished	tarnish
had	doled	dole
had	screened	screen
had	produced	produce
had	diverted	divert
had	deactivated	deactivate
had	lived	live
had	crammed	cram
had	suffered	suffer
had	repackaged	repackage
had	munched	munch
had	advanced	advance
had	isolated	isolate
had	inundated	inundate
had	telegraphed	telegraph
had	enraged	enrage
had	redeveloped	redevelop
had	sidestepped	sidestep
had	compared	compare
had	loosened	loosen
had	downplayed	downplay
had	peed	pee
had	afforded	afford
had	transported	transport
had	cheered	cheer
had	purred	purr
had	reassigned	reassign
had	pled	plead
had	inflated	inflate
had	effected	effect
had	trusted	trust
had	remained	remain
had	summed	sum
