phrase	label
has basked	1
has bask	0
has basking	0
has overlooked	1
has overlook	0
has overlooking	0
has perceived	1
has perceive	0
has perceiving	0
has requested	1
has request	0
has requesting	0
has vacated	1
has vacate	0
has vacating	0
has arisen	1
has arise	0
has preached	1
has preach	0
has preaching	0
has examined	1
has examine	0
has examining	0
has gasped	1
has gasp	0
has gasping	0
has grated	1
has grate	0
has grating	0
has deplored	1
has deplore	0
has deploring	0
has hinted	1
has hint	0
has hinting	0
has greeted	1
has greet	0
has greeting	0
has embarrassed	1
has embarrass	0
has embarrassing	0
has reprimanded	1
has reprimand	0
has reprimanding	0
has frozen	1
has freeze	0
has freezing	0
has paralyzed	1
has paralyze	0
has paralyzing	0
has squeezed	1
has squeeze	0
has squeezing	0
has combated	1
has combat	0
has combating	0
has belonged	1
has belong	0
has belonging	0
has cried	1
has cry	0
has crying	0
has lodged	1
has lodge	0
has lodging	0
has upstaged	1
has upstage	0
has upstaging	0
has collaborated	1
has collaborate	0
has collaborating	0
has supplied	1
has supplying	0
has straightened	1
has straighten	0
has straightening	0
has fined	1
has fining	0
has harassed	1
has harass	0
has harassing	0
has imagined	1
has imagine	0
has imagining	0
has noticed	1
has notice	0
has noticing	0
has worried	1
has worry	0
has perused	1
has peruse	0
has perusing	0
has leapt	1
has leap	0
has leaping	0
has ensued	1
has ensue	0
has ensuing	0
has lectured	1
has lecture	0
has lecturing	0
has modified	1
has modify	0
has modifying	0
has fumed	1
has fume	0
has fuming	0
has chuckled	1
has chuckle	0
has chuckling	0
has abstained	1
has abstain	0
has abstaining	0
has scattered	1
has scatter	0
has scattering	0
has shunned	1
has shun	0
has shunning	0
has guaranteed	1
has guarantee	0
has guaranteeing	0
has hoarded	1
has hoard	0
has hoarding	0
has labelled	1
has label	0
has labelling	0
has borrowed	1
has borrow	0
has borrowing	0
has informed	1
has inform	0
has informing	0
has dreamt	1
has dream	0
has dreaming	0
has licensed	1
has progressed	1
has progressing	0
has soared	1
has soar	0
has landed	1
has landing	0
has migrated	1
has migrate	0
has migrating	0
has surrendered	1
has surrender	0
has surrendering	0
has impressed	1
has impress	0
has impressing	0
has masturbated	1
has masturbate	0
has masturbating	0
has sliced	1
has slice	0
has slicing	0
has bled	1
has bleed	0
has bleeding	0
has deterred	1
has deter	0
has deterring	0
has refinanced	1
has refinance	0
has refinancing	0
has brewed	1
has brew	0
has brewing	0
has backdated	1
has backdate	0
has backdating	0
has judged	1
has judge	0
has judging	0
has afflicted	1
has afflict	0
has afflicting	0
has debunked	1
has debunk	0
has debunking	0
has warranted	1
has warrant	0
has warranting	0
has survived	1
has survive	0
has surviving	0
has leant	1
has lean	0
has leaning	0
has crossed	1
has cross	0
has crossing	0
has located	1
has locate	0
has locating	0
has expressed	1
has express	0
has expressing	0
has weighed	1
has weigh	0
has weighing	0
has disbursed	1
has disburse	0
has disbursing	0
has recovered	1
has recover	0
has recovering	0
has accelerated	1
has accelerate	0
has accelerating	0
has woken	1
has wake	0
has waking	0
has stacked	1
has stack	0
has stacking	0
has obeyed	1
has obey	0
has obeying	0
has heightened	1
has heighten	0
has heightening	0
has abandoned	1
has abandon	0
has abandoning	0
has deflected	1
has deflect	0
has deflecting	0
has tied	1
has tie	0
has tying	0
has focussed	1
has focus	0
has focussing	0
has pressured	1
has pressuring	0
has mimicked	1
has mimic	0
has mimicking	0
has overcoming	0
has strayed	1
has stray	0
has straying	0
has evaluated	1
has evaluate	0
has evaluating	0
has marvelled	1
has marvel	0
has marvelling	0
has overtaken	1
has overtake	0
has overtaking	0
has underlined	1
has underline	0
has underlining	0
has posed	1
has pose	0
has posing	0
has realised	1
has realise	0
has realising	0
has reinstated	1
has reinstate	0
has reinstating	0
has enveloped	1
has envelop	0
has enveloping	0
has conjured	1
has conjure	0
has conjuring	0
has shedding	0
has viewed	1
has view	0
has viewing	0
has steered	1
has steer	0
has steering	0
has locked	1
has lock	0
has locking	0
has bored	1
has bore	0
has boring	0
has ejected	1
has eject	0
has ejecting	0
has stated	1
has stating	0
has prosecuted	1
has prosecute	0
has prosecuting	0
has paved	1
has pave	0
has paving	0
has trailed	1
has trail	0
has trailing	0
has sampled	1
has sample	0
has sampling	0
has peered	1
has peer	0
has peering	0
has donated	1
has donate	0
has donating	0
has renegotiated	1
has renegotiate	0
has renegotiating	0
has traced	1
has trace	0
has tracing	0
has tagged	1
has tag	0
has tagging	0
has amounted	1
has amount	0
has amounting	0
has exacerbated	1
has exacerbate	0
has exacerbating	0
has encountered	1
has encounter	0
has encountering	0
has escalated	1
has escalate	0
has escalating	0
has advanced	1
has advancing	0
has outnumbered	1
has outnumber	0
has outnumbering	0
has installed	1
has install	0
has installing	0
has praised	1
has praising	0
has devoured	1
has devour	0
has devouring	0
has conquered	1
has conquer	0
has conquering	0
has relished	1
has relish	0
has relishing	0
has fended	1
has fend	0
has fending	0
has distanced	1
has distance	0
has distancing	0
has emanated	1
has emanate	0
has emanating	0
has extinguished	1
has extinguish	0
has extinguishing	0
has superseded	1
has supersede	0
has superseding	0
has severed	1
has sever	0
has severing	0
has worsened	1
has worsen	0
has worsening	0
has rebutted	1
has rebut	0
has rebutting	0
has practiced	1
has practice	0
has practicing	0
has pitched	1
has pitch	0
has pitching	0
has contended	1
has contend	0
has contending	0
has plummeted	1
has plummet	0
has plummeting	0
has defied	1
has defy	0
has defying	0
has planted	1
has plant	0
has planting	0
has devastated	1
has devastate	0
has decamped	1
has decamp	0
has decamping	0
has discouraged	1
has discourage	0
has discouraging	0
has paused	1
has pause	0
has pausing	0
has constituted	1
has constitute	0
has constituting	0
has misrepresented	1
has misrepresent	0
has misrepresenting	0
has extrapolated	1
has extrapolate	0
has extrapolating	0
has hopped	1
has hop	0
has hopping	0
has overturned	1
has overturn	0
has overturning	0
has corresponded	1
has correspond	0
has corresponding	0
has reworked	1
has rework	0
has reworking	0
has curled	1
has curl	0
has curling	0
has sensed	1
has sense	0
has sensing	0
has brushed	1
has brush	0
has brushing	0
has overridden	1
has override	0
has overriding	0
has conceded	1
has concede	0
has conceding	0
has dwarfed	1
has dwarf	0
has dwarfing	0
has tendered	1
has tender	0
has tendering	0
has voiced	1
has voicing	0
has anointed	1
has anoint	0
has anointing	0
has upgraded	1
has upgrade	0
has upgrading	0
has revamped	1
has revamp	0
has revamping	0
has mopped	1
has mop	0
has mopping	0
has geared	1
has gear	0
has gearing	0
has dyed	1
has dye	0
has dyeing	0
has wrung	1
has wring	0
has wringing	0
has boiled	1
has boil	0
has boiling	0
has sapped	1
has sap	0
has sapping	0
has affirmed	1
has affirm	0
has affirming	0
has credited	1
has crediting	0
has underscored	1
has underscore	0
has underscoring	0
has counted	1
has count	0
has counting	0
has reconsidered	1
has reconsider	0
has reconsidering	0
has insured	1
has insure	0
has insuring	0
has inserted	1
has insert	0
has inserting	0
has aspired	1
has aspire	0
has aspiring	0
has tolerated	1
has tolerate	0
has tolerating	0
has mitigated	1
has mitigate	0
has mitigating	0
has depleted	1
has deplete	0
has depleting	0
has enraged	1
has enrage	0
has enraging	0
has imprisoned	1
has imprison	0
has imprisoning	0
has nominated	1
has nominate	0
has nominating	0
has shipped	1
has ship	0
has shipping	0
has relocated	1
has relocate	0
has relocating	0
has compensated	1
has compensate	0
has compensating	0
has grappled	1
has grapple	0
has grappling	0
has purchased	1
has purchase	0
has purchasing	0
has travelled	1
has travelling	0
has hedged	1
has hedge	0
has hedging	0
has unlocked	1
has unlock	0
has unlocking	0
has flouted	1
has flout	0
has flouting	0
has priced	1
has pricing	0
has confined	1
has confine	0
has confining	0
has commenced	1
has commence	0
has commencing	0
has marched	1
has march	0
has marching	0
has diversified	1
has diversify	0
has diversifying	0
has exploded	1
has explode	0
has exploding	0
has brainwashed	1
has brainwash	0
has brainwashing	0
has fixed	1
has fix	0
has fixing	0
has cleaned	1
has cleaning	0
has dispensed	1
has dispense	0
has dispensing	0
has drained	1
has drain	0
has draining	0
has acquitted	1
has acquit	0
has acquitting	0
has stamped	1
has stamp	0
has stamping	0
has ignited	1
has ignite	0
has igniting	0
has grounded	1
has grounding	0
has dried	1
has drying	0
has denounced	1
has denounce	0
has denouncing	0
has integrated	1
has integrate	0
has integrating	0
has outperformed	1
has outperform	0
has outperforming	0
has devoted	1
has devote	0
has devoting	0
has injected	1
has inject	0
has injecting	0
has dissolved	1
has dissolve	0
has dissolving	0
has curbed	1
has curb	0
has curbing	0
has staked	1
has stake	0
has staking	0
has lagged	1
has lag	0
has lagging	0
has stifled	1
has stifle	0
has stifling	0
has studied	1
has study	0
has studying	0
has mortgaged	1
has mortgaging	0
has vanished	1
has vanish	0
has vanishing	0
has substituted	1
has substitute	0
has substituting	0
has smelled	1
has smell	0
has smelling	0
has scratched	1
has scratch	0
has scratching	0
has rubbed	1
has rub	0
has rubbing	0
has taxed	1
has taxing	0
has imperiled	1
has imperil	0
has imperiling	0
has recounted	1
has recount	0
has recounting	0
has presided	1
has preside	0
has presiding	0
has skipped	1
has skip	0
has skipping	0
has cheated	1
has cheat	0
has cheating	0
has copied	1
has copy	0
has copying	0
has punished	1
has punish	0
has punishing	0
has phased	1
has phase	0
has phasing	0
has checked	1
has check	0
has checking	0
has justified	1
has justify	0
has justifying	0
has simmered	1
has simmer	0
has simmering	0
has tossed	1
has toss	0
has tossing	0
has stalled	1
has stall	0
has stalling	0
has minimized	1
has minimize	0
has minimizing	0
has stormed	1
has storm	0
has storming	0
has occupied	1
has occupy	0
has occupying	0
has banked	1
has draft	0
has snapped	1
has snap	0
has snapping	0
has disobeyed	1
has disobey	0
has disobeying	0
has emboldened	1
has embolden	0
has emboldening	0
has interacted	1
has interact	0
has interacting	0
has transmitted	1
has transmit	0
has transmitting	0
has arched	1
has arch	0
has arching	0
has conceived	1
has conceive	0
has conceiving	0
has disclosed	1
has disclose	0
has disclosing	0
has retailed	1
has retailing	0
has broadcasted	1
has broadcasting	0
has proceeded	1
has proceed	0
has proceeding	0
has negotiated	1
has negotiate	0
has negotiating	0
has deviated	1
has deviate	0
has deviating	0
has emphasized	1
has emphasize	0
has emphasizing	0
has broadened	1
has broaden	0
has broadening	0
has stained	1
has stain	0
has staining	0
has ceded	1
has cede	0
has ceding	0
has staved	1
has stave	0
has staving	0
has restrained	1
has restrain	0
has restraining	0
has trusted	1
has trusting	0
has moonlighted	1
has moonlight	0
has moonlighting	0
has raked	1
has rake	0
has raking	0
has transferred	1
has transfer	0
has transferring	0
has sealed	1
has seal	0
has sealing	0
has loaded	1
has load	0
has loading	0
has heralded	1
has herald	0
has heralding	0
has questioned	1
has question	0
has questioning	0
has allocated	1
has allocate	0
has allocating	0
has swallowed	1
has swallow	0
has swallowing	0
has commemorated	1
has commemorate	0
has commemorating	0
has clinched	1
has clinch	0
has clinching	0
has spitting	0
has subjected	1
has subject	0
has subjecting	0
has exported	1
has export	0
has exporting	0
has interfered	1
has interfere	0
has interfering	0
has safeguarded	1
has safeguard	0
has safeguarding	0
has mulled	1
has mull	0
has mulling	0
has acquired	1
has acquire	0
has acquiring	0
has stung	1
has sting	0
has stinging	0
has scorned	1
has scorn	0
has scorning	0
has sketched	1
has sketch	0
has sketching	0
has quizzed	1
has quiz	0
has quizzing	0
has earmarked	1
has earmark	0
has earmarking	0
has advocated	1
has advocate	0
has advocating	0
has peddled	1
has peddle	0
has peddling	0
has enrolled	1
has enroll	0
has enrolling	0
has coincided	1
has coincide	0
has coinciding	0
has upsetting	0
has stabilized	1
has stabilize	0
has stabilizing	0
has replied	1
has reply	0
has replying	0
has rattled	1
has rattle	0
has rattling	0
has shrugged	1
has shrug	0
has shrugging	0
has netted	1
has netting	0
has spiked	1
has spike	0
has spiking	0
has ironed	1
has ironing	0
has funded	1
has fund	0
has lurked	1
has lurk	0
has lurking	0
has punctured	1
has puncture	0
has puncturing	0
has networked	1
has network	0
has networking	0
has skated	1
has skate	0
has skating	0
has rumbled	1
has rumble	0
has rumbling	0
has resuscitated	1
has resuscitate	0
has resuscitating	0
has decapitated	1
has decapitate	0
has decapitating	0
has outweighed	1
has outweigh	0
has outweighing	0
has intercepted	1
has intercept	0
has intercepting	0
has restocked	1
has restock	0
has restocking	0
has rejoiced	1
has rejoice	0
has rejoicing	0
has spun	1
has spin	0
has spinning	0
has scrapped	1
has scrap	0
has scrapping	0
has shepherded	1
has shepherd	0
has shepherding	0
has persuaded	1
has persuade	0
has persuading	0
has disturbed	1
has disturb	0
has abused	1
has abuse	0
has abusing	0
has uncovered	1
has uncover	0
has uncovering	0
has channelled	1
has channel	0
has channelling	0
has reinforced	1
has reinforce	0
has reinforcing	0
has skyrocketed	1
has skyrocket	0
has skyrocketing	0
has courted	1
has court	0
has courting	0
has caved	1
has cave	0
has caving	0
has demonstrated	1
has demonstrate	0
has demonstrating	0
has sailed	1
has sail	0
has sailing	0
has spied	1
has spy	0
has spying	0
has realized	1
has realize	0
has realizing	0
has slowed	1
has slowing	0
has overhauled	1
has overhaul	0
has overhauling	0
has sustained	1
has sustain	0
has sustaining	0
has inquired	1
has inquire	0
has inquiring	0
has gambled	1
has gamble	0
has gambling	0
has organized	1
has organize	0
has organizing	0
has remonstrated	1
has remonstrate	0
has remonstrating	0
has figured	1
has figure	0
has figuring	0
has dwindled	1
has dwindle	0
has dwindling	0
has outlawed	1
has outlaw	0
has outlawing	0
has pounded	1
has pound	0
has pounding	0
has attributed	1
has attribute	0
has attributing	0
has supervised	1
has supervise	0
has supervising	0
has bestowed	1
has bestow	0
has bestowing	0
has renamed	1
has rename	0
has renaming	0
has behaved	1
has behave	0
has behaving	0
has nullified	1
has nullify	0
has nullifying	0
has validated	1
has validate	0
has validating	0
has reassured	1
has reassure	0
has reassuring	0
has disposed	1
has dispose	0
has disposing	0
has wrecked	1
has wreck	0
has wrecking	0
has policed	1
has policing	0
has beamed	1
